State,City/Town,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,How often the home health team began their patients care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),How much Medicare spends on an episode of care at this agency compared to Medicare spending across all agencies nationally,No. of episodes to calc how much Medicare spends per episode of care at agency compared to spending at all agencies (national),Type of Ownership_GOVERNMENT - COMBINATION GOVT & VOLUNTARY,Type of Ownership_GOVERNMENT - LOCAL,Type of Ownership_GOVERNMENT - STATE/COUNTY,Type of Ownership_PROPRIETARY,Type of Ownership_VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Type of Ownership_VOLUNTARY NON-PROFIT - OTHER,Type of Ownership_VOLUNTARY NON-PROFIT - PRIVATE,PPH Performance Categorization_Better Than National Rate,PPH Performance Categorization_Not Available,PPH Performance Categorization_Same As National Rate,PPH Performance Categorization_Worse Than National Rate,Quality of patient care star rating,Predicted Values
0.8888888888888888,0.9443099273607748,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.872,0.759,0.96,0.866,1.0,0.737,0.5376344086021505,0.3670520231213872,0.0,1.0,0.0,1.0,0.0035499926804274,0.0032299548404462,0.8898999999999999,0.939319393193932,0.9005263157894738,0.9357950116913484,0.0013071895424836,0.0036521832536656,0.0454403008461297,0.1926910299003322,0.113970588235294,0.3270348837209302,0.0020408163265306,0.0028865708849963,0.1556229584694353,0.2544833475661827,0.151618398637138,0.3573983739837398,0.3388888888888889,0.0029699384281057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0
0.8518518518518519,0.0468119451170298,1.0,1.0,1.0,1.0,1.0,1.0,0.9778869778869778,0.0,0.517,0.902,0.861,0.368,0.946,0.3735840377206601,0.338015366917101,0.0,0.054,0.0,1.0,0.0185795394332277,0.0004186978496874,0.7300889780631354,0.7644373982530622,0.7284183774041847,0.7717639939622851,0.0189670287783495,0.0001611257317793,0.1236096052738378,0.2163263677963107,0.1543755044899606,0.30425650205433,0.0245044009517929,0.0003280194187495,0.2390908081382333,0.2990643106925664,0.2642016052847556,0.3433343420845333,0.3,0.0024870216105275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0
0.8518518518518519,0.8514931396287329,1.0,1.0,1.0,1.0,1.0,1.0,0.8980343980343979,0.8240000000000001,0.371,0.419,0.586,0.488,0.386,0.3735840377206601,0.338015366917101,0.2167832167832167,1.0,0.0779220779220779,1.0,0.0001097935880544,0.0009869306456918,0.0882,0.1781467814678147,0.0882105263157894,0.328721745908028,0.0189670287783495,5.370857725978839e-05,0.1236096052738378,0.2163263677963107,0.1543755044899606,0.30425650205433,0.0034013605442176,0.0016400970937479,0.448670088660756,0.4188727583262169,0.279954571266326,0.5928455284552846,0.1944444444444444,0.0148496921405287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.8518518518518519,0.8518966908797417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.942,0.942,1.0,0.936,0.957,0.4543010752688171,0.384393063583815,0.0209790209790209,1.0,0.0324675324675324,0.743,0.0113087395696091,0.0159703322666507,0.5776,0.6168511685116852,0.591578947368421,0.6250974279033517,0.0039215686274509,0.0079488694344486,0.0629896584142901,0.154485049833887,0.1011029411764705,0.2703488372093023,0.0537414965986394,0.02394541756872,0.5034997666822212,0.6840307429547396,0.7864849517319705,0.6279674796747968,0.35,0.0467704937824459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0
0.3148148148148148,0.4112187247780468,1.0,1.0,1.0,1.0,1.0,1.0,0.9766584766584766,0.737,0.755,0.8,0.8290000000000001,0.7829999999999999,0.727,0.4516129032258064,0.4046242774566473,0.0629370629370629,0.981,0.0974025974025974,0.92,0.0098814229249011,0.0100188414032359,0.8036,0.8468634686346863,0.8256842105263159,0.8409976617303196,0.0091503267973856,0.0100972125248402,0.1159511125039172,0.2126245847176079,0.150735294117647,0.318313953488372,0.0149659863945578,0.0125303417962343,0.2673821745216986,0.3356105892399658,0.2833617262918796,0.3629268292682926,0.2833333333333332,0.0104310032596885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
0.5740740740740741,0.6368038740920097,1.0,1.0,1.0,1.0,0.0,1.0,0.8034398034398035,0.813,0.4529999999999999,0.396,0.428,0.7964877532106448,0.364,0.3735840377206601,0.338015366917101,0.0,0.86,0.0,0.92,0.0185795394332277,0.0001196279570535,0.7300889780631354,0.7644373982530622,0.7284183774041847,0.7717639939622851,0.0189670287783495,5.370857725978839e-05,0.1236096052738378,0.2163263677963107,0.1543755044899606,0.30425650205433,0.0245044009517929,6.5603883749918e-05,0.2390908081382333,0.2990643106925664,0.2642016052847556,0.3433343420845333,0.298135459217288,4.8291681757817215e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4259259259259259,0.5141242937853108,1.0,1.0,1.0,1.0,1.0,1.0,0.861179361179361,0.899,0.813,0.8109999999999999,0.805,0.865,0.7829999999999999,0.4462365591397849,0.2976878612716763,0.0209790209790209,0.985,0.1363636363636363,0.994,0.0268262333479724,0.0284116398002213,0.7707999999999999,0.8191881918819188,0.8201052631578949,0.7970576773187841,0.0104575163398692,0.0129974756968687,0.1031024757129426,0.1611295681063123,0.119485294117647,0.2398255813953488,0.0401360544217687,0.0328019418749589,0.2748483434437704,0.3578138343296327,0.3844406587166382,0.3398373983739837,0.3333333333333333,0.0322829892551008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
0.6666666666666666,0.3849878934624697,1.0,1.0,1.0,1.0,1.0,1.0,0.9287469287469288,0.767,0.89,0.903,0.899,0.879,0.85,0.3951612903225805,0.4566473988439306,0.0769230769230769,0.965,0.1233766233766233,0.998,0.0181525398916703,0.0178245656009809,0.8308,0.9041615416154162,0.900842105263158,0.8840607950116914,0.0196078431372549,0.0196036306998227,0.1284863679097461,0.1843853820598006,0.1470588235294117,0.2267441860465115,0.0244897959183673,0.0192219379387259,0.2855809612692487,0.2933390264730998,0.3009653605905735,0.3053658536585366,0.2944444444444444,0.0169262344561149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0
0.5740740740740741,0.6408393866020985,1.0,1.0,1.0,1.0,1.0,1.0,0.9766584766584766,0.6890000000000001,0.6990000000000001,0.726,0.7140000000000001,0.674,0.662,0.3306451612903225,0.5028901734104045,0.0,0.995,0.0909090909090909,0.981,0.0073195725369638,0.008194515058169,0.7273000000000001,0.7509225092250923,0.7185263157894738,0.7562353858144973,0.0039215686274509,0.007089532198292,0.0708241930429332,0.1777408637873754,0.1011029411764705,0.2906976744186046,0.0081632653061224,0.0082660893524896,0.2204853009799346,0.2997438087105038,0.2515616127200454,0.3665040650406504,0.4166666666666666,0.0115900036218761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
0.3518518518518518,0.4644874899112187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.635,0.907,0.963,0.914,0.9,0.952,0.2473118279569892,0.4566473988439306,0.0349650349650349,0.993,0.0324675324675324,0.998,0.0078685404772361,0.0076860962406914,0.8332999999999999,0.8489134891348914,0.8335789473684212,0.8448947778643804,0.0039215686274509,0.0053708577259788,0.0930742713882795,0.2076411960132889,0.119485294117647,0.322674418604651,0.0068027210884353,0.0093157514924883,0.1630891273915072,0.2361229718189581,0.1839863713798978,0.3027642276422764,0.3222222222222222,0.0181818181818181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0
0.0185185185185185,0.0056497175141242,1.0,1.0,1.0,1.0,1.0,1.0,0.8931203931203929,0.419,0.742,0.73,0.7709999999999999,0.7909999999999999,0.754,0.4193548387096774,0.2485549132947976,0.0139860139860139,0.97,0.0519480519480519,0.964,0.0326086956521739,0.0382809462571402,0.6956,0.717609676096761,0.7189473684210528,0.6998246297739672,0.0287581699346405,0.0293785917611042,0.1256659354434346,0.2624584717607974,0.2224264705882353,0.3444767441860465,0.0612244897959183,0.0485468739749393,0.283481101259916,0.3693424423569598,0.4321408290743895,0.3388617886178862,0.3,0.0543281419775443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
